bv_id,tyc2_id,x,y,dist,label,uid,date,n_view,link
BV1MG4y1W7tE,TYC 2837-2311-1,0.6788249,0.4008608,-0.82240164,7,277698869,2022-09-30,721652,//player.bilibili.com/player.html?isOutside=true&aid=816096723&bvid=BV1MG4y1W7tE&cid=847308813&p=1
BV1aN411Y7Xd,TYC 1439-2479-1,-0.96460587,0.19486201,1.0,21,446257319,2023-07-30,1777459,//player.bilibili.com/player.html?isOutside=true&aid=489107115&bvid=BV1aN411Y7Xd&cid=1216260753&p=1
BV1jm411D7CM,TYC 7527-1031-1,0.7856473,0.08702016,1.0,38,623328493,2024-02-14,202298,//player.bilibili.com/player.html?isOutside=true&aid=1900585871&bvid=BV1jm411D7CM&cid=1439184724&p=1
BV12f421X73R,TYC 3663-2668-1,0.58238757,0.10009408,0.3784057,29,473780327,2024-06-15,8518,//player.bilibili.com/player.html?isOutside=true&aid=1205515252&bvid=BV12f421X73R&cid=1580319786&p=1
BV1WV4y1e7my,TYC 2243-1831-1,0.9139495,-0.23006713,1.0,25,27252179,2023-08-07,267082,//player.bilibili.com/player.html?isOutside=true&aid=871918064&bvid=BV1WV4y1e7my&cid=1225747317&p=1
BV1Tj411B7xQ,TYC 6532-5001-1,-0.27144969,0.9054791,1.0,2,12836485,2023-08-12,1103698,//player.bilibili.com/player.html?isOutside=true&aid=447233915&bvid=BV1Tj411B7xQ&cid=1231200828&p=1
BV1X94y1f714,TYC 7367-804-1,-0.25502235,-0.8387798,1.0,26,15817819,2022-03-31,328971,//player.bilibili.com/player.html?isOutside=true&aid=340207901&bvid=BV1X94y1f714&cid=563685337&p=1
BV1nN411Y72Y,TYC 6779-2194-1,-0.48011053,-0.8514576,1.0,37,20264456,2023-08-11,49474,//player.bilibili.com/player.html?isOutside=true&aid=489069737&bvid=BV1nN411Y72Y&cid=1214597939&p=1
BV1qzhaesETQ,TYC 7832-2490-1,-0.54253805,-0.5466206,1.0,2,39397092,2024-07-05,4277,//player.bilibili.com/player.html?isOutside=true&aid=112734033152387&bvid=BV1qzhaesETQ&cid=26636389218&p=1
BV1CpyNYBEWT,TYC 5920-1685-1,0.12717688,1.0,1.0,5,3546754521762726,2024-10-17,2135,//player.bilibili.com/player.html?isOutside=true&aid=113321906799606&bvid=BV1CpyNYBEWT&cid=26332497894&p=1
BV1osSaYSEWB,TYC 7293-2215-1,-0.71833754,-0.45123655,1.0,11,517737512,2024-10-30,1262,//player.bilibili.com/player.html?isOutside=true&aid=113391498758572&bvid=BV1osSaYSEWB&cid=30044588527&p=1
BV1Cs4y1t7wB,TYC 6098-1754-1,-1.0,-0.07245767,1.0,6,399950312,2023-01-18,34985,//player.bilibili.com/player.html?isOutside=true&aid=948104002&bvid=BV1Cs4y1t7wB&cid=971343160&p=1
