bv_id,tyc2_id,x,y,dist,label,uid,date,n_view,link
BV1zU4y1v76c,TYC 2106-2025-1,0.11739671,-0.9069543,1.0,93,365743248.0,2022-08-10,110808.0,//player.bilibili.com/player.html?isOutside=true&aid=686461460&bvid=BV1zU4y1v76c&cid=967586192&p=1
BV1Hg411k71v,TYC 2795-2706-1,0.7091819,0.0877763,1.0,52,272904686.0,2022-08-12,439.0,//player.bilibili.com/player.html?isOutside=true&aid=514410189&bvid=BV1Hg411k71v&cid=800681691&p=1
BV1Ed4y1m7s9,TYC 8385-1360-1,0.12526882,-0.61846924,1.0,66,35000888.0,2022-08-11,9511.0,//player.bilibili.com/player.html?isOutside=true&aid=386795207&bvid=BV1Ed4y1m7s9&cid=810325142&p=1
BV1y14y1b7vj,TYC 5268-27-1,0.95857537,0.12558544,1.0,5,440424568.0,2022-08-12,1309.0,//player.bilibili.com/player.html?isOutside=true&aid=771979147&bvid=BV1y14y1b7vj&cid=800834342&p=1
BV1fW4y1a7DN,TYC 445-2136-1,0.120705366,-0.9868438,1.0,7,382441421.0,2022-08-08,157.0,//player.bilibili.com/player.html?isOutside=true&aid=941817360&bvid=BV1fW4y1a7DN&cid=796751883&p=1
BV1Dr4y157uC,TYC 6270-676-1,0.11542499,-0.94513863,1.0,7,676462.0,2022-08-06,8835.0,//player.bilibili.com/player.html?isOutside=true&aid=771714803&bvid=BV1Dr4y157uC&cid=795395049&p=1
BV13W4y1m7Xc,TYC 8746-2083-1,-0.02861762,-0.5671711,0.8506559,75,285926728.0,2022-07-31,2750.0,//player.bilibili.com/player.html?isOutside=true&aid=940880832&bvid=BV13W4y1m7Xc&cid=774861871&p=1
BV1kT411j7kN,TYC 7906-1557-1,0.10788047,-0.76176715,1.0,1,239794323.0,2022-07-30,70980.0,//player.bilibili.com/player.html?isOutside=true&aid=471455704&bvid=BV1kT411j7kN&cid=788122049&p=1
BV1Kr4y1j7ai,TYC 8364-2341-1,0.11383116,-0.660558,1.0,1,383271597.0,2022-07-31,1167.0,//player.bilibili.com/player.html?isOutside=true&aid=771402426&bvid=BV1Kr4y1j7ai&cid=787012332&p=1
BV1YG411n7kG,TYC 7910-1570-1,0.10734153,-0.73166084,1.0,20,35554162.0,2022-07-19,2580.0,//player.bilibili.com/player.html?isOutside=true&aid=428614253&bvid=BV1YG411n7kG&cid=778220900&p=1
BV1ov4y1T7BK,TYC 3918-1829-1,0.12149942,-0.589572,1.0,16,277698869.0,2022-07-09,284232.0,//player.bilibili.com/player.html?isOutside=true&aid=555670887&bvid=BV1ov4y1T7BK&cid=767677834&p=1
BV1PS4y1n7fA,TYC 9124-1805-1,0.3526336,-0.14865774,1.0,4,6026824.0,2022-07-03,104878.0,//player.bilibili.com/player.html?isOutside=true&aid=728002086&bvid=BV1PS4y1n7fA&cid=763032223&p=1
BV1Ta411U7Qu,TYC 1023-2454-1,0.11020386,-0.9840779,1.0,58,52699238.0,2022-07-22,918.0,//player.bilibili.com/player.html?isOutside=true&aid=258748026&bvid=BV1Ta411U7Qu&cid=780985224&p=1
BV1qd4y1Q7Mj,TYC 5690-1263-1,0.10142124,-0.98268837,1.0,27,6554005.0,2022-07-22,7501.0,//player.bilibili.com/player.html?isOutside=true&aid=386094939&bvid=BV1qd4y1Q7Mj&cid=775628046&p=1
BV1oe4y1X7h3,TYC 7862-1036-1,-0.28075153,-0.690698,0.15237129,83,20518756.0,2022-07-19,18065.0,//player.bilibili.com/player.html?isOutside=true&aid=556051744&bvid=BV1oe4y1X7h3&cid=777627689&p=1
BV1Pr4y177dT,TYC 4290-1302-1,0.37549233,-0.094472766,1.0,1,2008310827.0,2022-07-19,27917.0,//player.bilibili.com/player.html?isOutside=true&aid=771065728&bvid=BV1Pr4y177dT&cid=777538051&p=1
BV1iF411K7sr,TYC 9321-989-1,0.24348116,-0.26767194,1.0,7,382441421.0,2022-07-19,276.0,//player.bilibili.com/player.html?isOutside=true&aid=301108143&bvid=BV1iF411K7sr&cid=777470141&p=1
BV1tB4y1Y7fU,TYC 7910-2314-1,0.10012853,-0.73739606,1.0,74,88726438.0,2022-07-18,1816.0,//player.bilibili.com/player.html?isOutside=true&aid=598595406&bvid=BV1tB4y1Y7fU&cid=777156632&p=1
BV1g34y1J7CT,TYC 5698-5464-1,0.098474026,-0.9731662,1.0,61,39397092.0,2022-07-15,2530.0,//player.bilibili.com/player.html?isOutside=true&aid=813448224&bvid=BV1g34y1J7CT&cid=774347962&p=1
BV12V4y1n7Y3,TYC 9326-1340-1,0.2763461,-0.21468276,1.0,3,4456241.0,2022-07-11,904.0,//player.bilibili.com/player.html?isOutside=true&aid=855818804&bvid=BV12V4y1n7Y3&cid=770489441&p=1
BV1ur4y1J7U5,TYC 8486-1287-1,0.45872796,0.32101715,-0.28960645,13,363726013.0,2022-07-16,2306.0,//player.bilibili.com/player.html?isOutside=true&aid=770945803&bvid=BV1ur4y1J7U5&cid=775036779&p=1
BV1bZ4y1e7pP,TYC 7914-2558-1,0.10036397,-0.7183174,1.0,20,509053123.0,2022-07-01,4524.0,//player.bilibili.com/player.html?isOutside=true&aid=385433123&bvid=BV1bZ4y1e7pP&cid=760314006&p=1
BV1SL4y1w7Rh,TYC 1580-2158-1,0.095466256,-0.92379546,1.0,3,5774684.0,2022-07-03,1113.0,//player.bilibili.com/player.html?isOutside=true&aid=855519835&bvid=BV1SL4y1w7Rh&cid=768396752&p=1
BV1GB4y1B7g2,TYC 9098-1914-1,0.19827354,-0.33758813,1.0,82,108845996.0,2022-07-01,33792.0,//player.bilibili.com/player.html?isOutside=true&aid=597942850&bvid=BV1GB4y1B7g2&cid=759450146&p=1
BV1m3411F7d3,TYC 2118-2628-1,0.097747564,-0.8620187,1.0,65,20264456.0,2022-07-05,5924.0,//player.bilibili.com/player.html?isOutside=true&aid=513064372&bvid=BV1m3411F7d3&cid=764840862&p=1
BV1N94y1Q7kS,TYC 1757-1964-1,0.7978414,0.4510274,-0.26337034,80,441691453.0,2022-07-15,8443.0,//player.bilibili.com/player.html?isOutside=true&aid=343440709&bvid=BV1N94y1Q7kS&cid=773294264&p=1
BV1RT4y1r7kD,TYC 3640-1810-1,0.650699,-0.11622769,0.26337028,15,367321.0,2022-04-28,27251.0,//player.bilibili.com/player.html?isOutside=true&aid=938621476&bvid=BV1RT4y1r7kD&cid=585561234&p=1
BV1a44y1T7du,TYC 7393-1807-1,0.09326422,-0.85430324,1.0,24,367321.0,2022-03-20,39924.0,//player.bilibili.com/player.html?isOutside=true&aid=979877218&bvid=BV1a44y1T7du&cid=553994905&p=1
BV1LU4y1B7Rg,TYC 9327-635-1,0.2939763,-0.1860444,1.0,40,28536033.0,2022-07-14,9900.0,//player.bilibili.com/player.html?isOutside=true&aid=685960859&bvid=BV1LU4y1B7Rg&cid=773522956&p=1
BV18r4y1E7JD,TYC 1018-2150-1,0.095858574,-0.97337365,1.0,25,631023950.0,2022-07-10,22897.0,//player.bilibili.com/player.html?isOutside=true&aid=770853528&bvid=BV18r4y1E7JD&cid=769615500&p=1
BV1dL4y1P7NU,TYC 7901-3103-1,0.09585488,-0.77127934,1.0,44,34662155.0,2022-06-28,2429.0,//player.bilibili.com/player.html?isOutside=true&aid=854915586&bvid=BV1dL4y1P7NU&cid=746587841&p=1
BV13r4y1u7gZ,TYC 440-3824-1,0.09275317,-0.9912183,1.0,99,12355462.0,2022-07-02,11391.0,//player.bilibili.com/player.html?isOutside=true&aid=770572427&bvid=BV13r4y1u7gZ&cid=761591958&p=1
BV1q34y1n7x2,TYC 6423-1971-1,0.86063886,0.12738538,1.0,26,15817819.0,2022-07-13,255008.0,//player.bilibili.com/player.html?isOutside=true&aid=813232588&bvid=BV1q34y1n7x2&cid=767649146&p=1
BV1Ja411n7ao,TYC 1193-2069-1,0.92866623,0.13292277,1.0,22,174062144.0,2022-07-10,461.0,//player.bilibili.com/player.html?isOutside=true&aid=215799074&bvid=BV1Ja411n7ao&cid=769005581&p=1
BV1BU4y1D7tr,TYC 9098-1638-1,0.20048368,-0.32922465,1.0,63,299414561.0,2022-07-07,2015.0,//player.bilibili.com/player.html?isOutside=true&aid=685718441&bvid=BV1BU4y1D7tr&cid=766325098&p=1
BV1bY411N7Ny,TYC 8359-3648-1,0.09681702,-0.6909552,1.0,94,98331116.0,2022-06-26,183.0,//player.bilibili.com/player.html?isOutside=true&aid=257770462&bvid=BV1bY411N7Ny&cid=756138406&p=1
BV1xA4y1R7iV,TYC 4675-412-1,0.9893124,0.13038218,1.0,2,548368413.0,2022-06-17,1105.0,//player.bilibili.com/player.html?isOutside=true&aid=897403276&bvid=BV1xA4y1R7iV&cid=749213427&p=1
BV1jS4y1v75k,TYC 2093-1442-1,0.08822954,-0.9143415,1.0,5,10544083.0,2022-06-15,2216.0,//player.bilibili.com/player.html?isOutside=true&aid=727591326&bvid=BV1jS4y1v75k&cid=747139456&p=1
BV1JR4y1w7zR,TYC 8027-1303-1,0.6604947,0.08821797,1.0,77,500729337.0,2022-05-23,4346.0,//player.bilibili.com/player.html?isOutside=true&aid=341762726&bvid=BV1JR4y1w7zR&cid=727002799&p=1
BV1fY411M7aG,TYC 6273-200-1,0.0877763,-0.9422736,1.0,61,302450956.0,2022-06-11,6864.0,//player.bilibili.com/player.html?isOutside=true&aid=257412237&bvid=BV1fY411M7aG&cid=1084328997&p=1
BV1BT4y1D7pu,TYC 3566-1919-1,0.32376194,-0.5535964,-0.17457116,86,10545143.0,2022-02-18,159186.0,//player.bilibili.com/player.html?isOutside=true&aid=936650602&bvid=BV1BT4y1D7pu&cid=512063473&p=1
BV1f44y1J7mh,TYC 5102-416-1,0.09236717,-0.99448746,1.0,93,367321.0,2022-02-19,145257.0,//player.bilibili.com/player.html?isOutside=true&aid=979153757&bvid=BV1f44y1J7mh&cid=512051535&p=1
BV1fi4y117na,TYC 8359-3649-1,0.09571469,-0.6891196,1.0,20,290042121.0,2022-02-19,35001.0,//player.bilibili.com/player.html?isOutside=true&aid=551629248&bvid=BV1fi4y117na&cid=557484908&p=1
BV1fi4y117na_p02,TYC 6856-1365-1,0.083904624,-0.8754239,1.0,44,290042121.0,2022-02-19,35001.0,//player.bilibili.com/player.html?isOutside=true&aid=551629248&bvid=BV1fi4y117na&cid=512781810&p=2
BV1kZ4y1i7Lr,TYC 3260-2342-1,0.61192787,0.06501496,1.0,52,48811643.0,2022-06-09,1693.0,//player.bilibili.com/player.html?isOutside=true&aid=384851057&bvid=BV1kZ4y1i7Lr&cid=752816300&p=1
BV1SY4y1V72E,TYC 3653-1364-1,0.59753406,0.06571758,1.0,56,2037893494.0,2022-06-01,423.0,//player.bilibili.com/player.html?isOutside=true&aid=642184887&bvid=BV1SY4y1V72E&cid=735682750&p=1
BV1LR4y1w7Hk,TYC 9098-1915-1,0.19603455,-0.33879966,1.0,21,693869112.0,2022-05-18,1266.0,//player.bilibili.com/player.html?isOutside=true&aid=341719772&bvid=BV1LR4y1w7Hk&cid=723605272&p=1
BV1Hg41197Ty,TYC 8344-989-1,-0.02567184,-0.69926167,0.8869828,83,299414561.0,2022-06-08,1868.0,//player.bilibili.com/player.html?isOutside=true&aid=512331182&bvid=BV1Hg41197Ty&cid=740761940&p=1
BV1nP4y1F7Fz,TYC 3927-1603-1,0.13019657,-0.51645553,1.0,99,385608797.0,2022-05-21,1387.0,//player.bilibili.com/player.html?isOutside=true&aid=896782925&bvid=BV1nP4y1F7Fz&cid=726037738&p=1
BV1r34y177SA,TYC 6421-443-1,0.9103564,0.14462209,1.0,21,295384947.0,2022-05-15,1850.0,//player.bilibili.com/player.html?isOutside=true&aid=811615456&bvid=BV1r34y177SA&cid=721551849&p=1
BV14Y4y1V7Nr,TYC 7405-2981-1,0.082098365,-0.8024074,1.0,9,12748978.0,2022-05-31,1970.0,//player.bilibili.com/player.html?isOutside=true&aid=642112641&bvid=BV14Y4y1V7Nr&cid=753292444&p=1
BV13Y4y1z7MX,TYC 8027-1305-1,0.65247893,0.089993596,1.0,2,2131695650.0,2022-05-29,2058.0,//player.bilibili.com/player.html?isOutside=true&aid=639595780&bvid=BV13Y4y1z7MX&cid=732886688&p=1
BV1GT4y1z76g,TYC 436-3545-1,0.090382695,-0.99421006,1.0,59,233976755.0,2022-05-19,3056.0,//player.bilibili.com/player.html?isOutside=true&aid=939142027&bvid=BV1GT4y1z76g&cid=724468639&p=1
BV1Ft4y1s77z,TYC 2283-542-1,0.80445194,0.13226628,1.0,68,353257597.0,2022-05-24,1046.0,//player.bilibili.com/player.html?isOutside=true&aid=981849867&bvid=BV1Ft4y1s77z&cid=728312126&p=1
BV1334y1h7M2,TYC 3918-1436-1,0.11082363,-0.57906604,1.0,58,5099764.0,2022-05-11,10323.0,//player.bilibili.com/player.html?isOutside=true&aid=811432594&bvid=BV1334y1h7M2&cid=717671749&p=1
BV1RZ4y147nc,TYC 3664-1985-1,0.51229334,0.02049911,1.0,56,18794996.0,2022-06-04,5297.0,//player.bilibili.com/player.html?isOutside=true&aid=384675638&bvid=BV1RZ4y147nc&cid=738052709&p=1
BV1bv411N7PT,TYC 6884-2463-1,0.3403405,-0.8235524,-0.8627649,94,7146922.0,2021-08-19,72371.0,//player.bilibili.com/player.html?isOutside=true&aid=249963548&bvid=BV1bv411N7PT&cid=392354997&p=1
BV11s411B7Wu,TYC 5204-1584-1,0.715924,-0.690889,-0.96770936,29,937089.0,2016-05-18,193712.0,//player.bilibili.com/player.html?isOutside=true&aid=4689260&bvid=BV11s411B7Wu&cid=7607490&p=1
BV1W441197GE,TYC 3168-2800-1,0.56771195,-0.53484625,-0.3985873,41,7146922.0,2019-08-22,128254.0,//player.bilibili.com/player.html?isOutside=true&aid=64807197&bvid=BV1W441197GE&cid=112497998&p=1
BV1DF411G7VX,TYC 3539-1196-1,0.10574889,-0.60375935,1.0,80,87692148.0,2022-06-05,9143.0,//player.bilibili.com/player.html?isOutside=true&aid=299701554&bvid=BV1DF411G7VX&cid=737147244&p=1
BV1kg411d7gK,TYC 4446-1736-1,0.19200861,-0.32388604,1.0,55,395966898.0,2022-05-27,131884.0,//player.bilibili.com/player.html?isOutside=true&aid=511766981&bvid=BV1kg411d7gK&cid=730601676&p=1
BV1cW4y1C7xr,TYC 9326-1-1,0.25368798,-0.22601604,1.0,38,64256665.0,2022-06-01,8336.0,//player.bilibili.com/player.html?isOutside=true&aid=939573645&bvid=BV1cW4y1C7xr&cid=735588886&p=1
BV1AU4y1m7UK,TYC 4014-3304-1,0.4812851,0.0033854246,1.0,5,173075249.0,2022-05-10,27927.0,//player.bilibili.com/player.html?isOutside=true&aid=683967043&bvid=BV1AU4y1m7UK&cid=714678982&p=1
BV1Pq4y1q7A3,TYC 4446-1304-1,0.20649505,-0.2950977,1.0,70,297469854.0,2022-03-16,16355.0,//player.bilibili.com/player.html?isOutside=true&aid=594792530&bvid=BV1Pq4y1q7A3&cid=551215043&p=1
BV1ZF411s7kX,TYC 2796-2404-1,0.70427763,0.11397612,1.0,46,214021703.0,2022-03-15,23120.0,//player.bilibili.com/player.html?isOutside=true&aid=297351878&bvid=BV1ZF411s7kX&cid=550382978&p=1
BV1EF41157mW,TYC 8027-1302-1,0.661047,0.103762984,1.0,16,394695868.0,2022-05-28,10947.0,//player.bilibili.com/player.html?isOutside=true&aid=299496160&bvid=BV1EF41157mW&cid=732082623&p=1
BV1NY411A7uu,TYC 4480-1545-1,0.31879258,-0.12722147,1.0,31,34471175.0,2022-05-04,1227.0,//player.bilibili.com/player.html?isOutside=true&aid=256221668&bvid=BV1NY411A7uu&cid=711367458&p=1
BV13T4y1q7b2,TYC 3108-2592-1,0.08102572,-0.767302,1.0,12,357245870.0,2022-05-24,3601.0,//player.bilibili.com/player.html?isOutside=true&aid=939274074&bvid=BV13T4y1q7b2&cid=728838684&p=1
BV1Du411z7gk,TYC 7405-3486-1,0.07956469,-0.7981663,1.0,76,15357612.0,2022-05-08,6325.0,//player.bilibili.com/player.html?isOutside=true&aid=511482378&bvid=BV1Du411z7gk&cid=715108569&p=1
BV1Bt4y1x7mS,TYC 9130-1677-1,0.43084455,-0.029772282,1.0,15,631023950.0,2022-05-20,2052.0,//player.bilibili.com/player.html?isOutside=true&aid=981650963&bvid=BV1Bt4y1x7mS&cid=724648508&p=1
BV19S4y1B7Sh,TYC 8363-1430-1,0.088063,-0.6734535,1.0,58,372255140.0,2022-05-21,7581.0,//player.bilibili.com/player.html?isOutside=true&aid=726759597&bvid=BV19S4y1B7Sh&cid=730659629&p=1
BV1ZR4y1c7hn,TYC 9130-1669-1,0.45450735,-0.005308926,1.0,70,296909317.0,2022-05-20,54739.0,//player.bilibili.com/player.html?isOutside=true&aid=341693507&bvid=BV1ZR4y1c7hn&cid=724050892&p=1
BV1Ju411C7ry,TYC 3654-2133-1,0.59826016,0.08324444,1.0,26,2037893494.0,2022-05-03,1860.0,//player.bilibili.com/player.html?isOutside=true&aid=511144156&bvid=BV1Ju411C7ry&cid=711053133&p=1
BV11R4y1w7xj,TYC 6265-1256-1,0.084070325,-0.9584323,1.0,99,244105553.0,2022-05-21,665.0,//player.bilibili.com/player.html?isOutside=true&aid=341819185&bvid=BV11R4y1w7xj&cid=725507842&p=1
BV1NL4y1c7Tg,TYC 4022-1776-1,0.4349785,0.012223601,0.98183656,56,2000704.0,2022-04-29,1778.0,//player.bilibili.com/player.html?isOutside=true&aid=853608471&bvid=BV1NL4y1c7Tg&cid=587675152&p=1
BV1H34y1E7PH,TYC 9327-1415-1,0.27069926,-0.18025202,1.0,86,333083467.0,2022-05-21,16461.0,//player.bilibili.com/player.html?isOutside=true&aid=811708938&bvid=BV1H34y1E7PH&cid=725166648&p=1
BV1VB4y197Qz,TYC 6421-1924-1,0.89618516,0.14725113,1.0,2,23652046.0,2022-05-20,6269.0,//player.bilibili.com/player.html?isOutside=true&aid=596648389&bvid=BV1VB4y197Qz&cid=724649940&p=1
BV1i34y117b5,TYC 3922-2095-1,0.10427523,-0.5561284,1.0,12,277698869.0,2022-01-27,1017452.0,//player.bilibili.com/player.html?isOutside=true&aid=808478873&bvid=BV1i34y117b5&cid=493627746&p=1
BV1qR4y1c7e5,TYC 2105-2586-1,0.07980049,-0.8721124,1.0,44,15607580.0,2022-05-19,39804.0,//player.bilibili.com/player.html?isOutside=true&aid=341630635&bvid=BV1qR4y1c7e5&cid=723669078&p=1
BV1HF41147hY,TYC 444-3106-1,0.08244002,-0.9886006,1.0,0,10618733.0,2022-03-13,70384.0,//player.bilibili.com/player.html?isOutside=true&aid=297129771&bvid=BV1HF41147hY&cid=548602156&p=1
BV1na41147Vz,TYC 8359-3650-1,0.08122361,-0.6903076,1.0,76,367321.0,2022-03-29,382689.0,//player.bilibili.com/player.html?isOutside=true&aid=212742963&bvid=BV1na41147Vz&cid=562525883&p=1
BV1U5411R7kX,TYC 9070-2106-1,0.12534845,-0.48084772,1.0,16,10552803.0,2022-05-02,6652.0,//player.bilibili.com/player.html?isOutside=true&aid=468746650&bvid=BV1U5411R7kX&cid=710099872&p=1
BV1GU4y1S7YP,TYC 8367-2755-1,0.08180034,-0.6500172,1.0,90,19483168.0,2022-05-13,191021.0,//player.bilibili.com/player.html?isOutside=true&aid=683899167&bvid=BV1GU4y1S7YP&cid=718237607&p=1
BV1oY4y1z7Ei,TYC 1744-2936-1,0.85981405,0.14600873,1.0,2,1033533605.0,2022-05-17,28258.0,//player.bilibili.com/player.html?isOutside=true&aid=639185560&bvid=BV1oY4y1z7Ei&cid=722066473&p=1
BV1pA4y1X7p6,TYC 6276-3093-1,0.055598974,-0.9316071,-0.03733605,43,26552284.0,2022-04-25,25417.0,//player.bilibili.com/player.html?isOutside=true&aid=895920664&bvid=BV1pA4y1X7p6&cid=584116945&p=1
BV1534y1E7hv,TYC 4436-1424-1,-0.024551332,-0.3054859,-0.40665996,31,326258472.0,2022-05-18,808381.0,//player.bilibili.com/player.html?isOutside=true&aid=811721757&bvid=BV1534y1E7hv&cid=724279290&p=1
BV1ba411J7vX,TYC 2275-1753-1,0.84595704,0.14657652,1.0,2,1791581010.0,2022-05-13,58122.0,//player.bilibili.com/player.html?isOutside=true&aid=214063716&bvid=BV1ba411J7vX&cid=719566860&p=1
BV1Gu411676k,TYC 4229-1852-1,0.14144361,-0.3861084,1.0,3,21341759.0,2022-05-14,200.0,//player.bilibili.com/player.html?isOutside=true&aid=511557004&bvid=BV1Gu411676k&cid=720612363&p=1
BV1vY4y1z7Wo,TYC 4511-2544-1,0.07382107,0.23130095,0.235116,63,74550390.0,2022-05-13,76630.0,//player.bilibili.com/player.html?isOutside=true&aid=639117150&bvid=BV1vY4y1z7Wo&cid=791273971&p=1
BV1KF411T7BX,TYC 9338-2316-1,0.3506893,-0.086091995,1.0,63,847608.0,2022-04-29,1443.0,//player.bilibili.com/player.html?isOutside=true&aid=298584926&bvid=BV1KF411T7BX&cid=587416431&p=1
BV16a411a7R4,TYC 2801-2091-1,0.7597797,0.13778329,1.0,77,570208.0,2022-05-08,6153.0,//player.bilibili.com/player.html?isOutside=true&aid=213789115&bvid=BV16a411a7R4&cid=714646288&p=1
BV1nF411M7gJ,TYC 3977-2051-1,0.48706293,-0.24876499,0.112008095,32,34746678.0,2022-05-08,3550.0,//player.bilibili.com/player.html?isOutside=true&aid=298827708&bvid=BV1nF411M7gJ&cid=714501661&p=1
BV1MA4y1S7Mo,TYC 4436-1425-1,-0.024600446,-0.30561668,-0.40665996,66,295902.0,2022-05-06,845662.0,//player.bilibili.com/player.html?isOutside=true&aid=896365036&bvid=BV1MA4y1S7Mo&cid=713330344&p=1
BV15U4y1U71E,TYC 9340-2966-1,0.30643857,-0.13468248,1.0,5,701257258.0,2022-05-02,34820.0,//player.bilibili.com/player.html?isOutside=true&aid=683676785&bvid=BV15U4y1U71E&cid=855858579&p=1
BV12T4y1z7p6,TYC 4018-3891-1,0.46483397,0.008567333,1.0,16,2709021.0,2022-05-04,5579.0,//player.bilibili.com/player.html?isOutside=true&aid=938760684&bvid=BV12T4y1z7p6&cid=712083461&p=1
BV1BZ4y127Nc,TYC 4480-1543-1,0.3018024,-0.13132995,1.0,10,486649830.0,2022-04-09,7063.0,//player.bilibili.com/player.html?isOutside=true&aid=383112164&bvid=BV1BZ4y127Nc&cid=571511464&p=1
BV1D3411K7AV,TYC 1580-2157-1,0.08164179,-0.9238775,1.0,71,486396421.0,2022-04-30,648.0,//player.bilibili.com/player.html?isOutside=true&aid=426157796&bvid=BV1D3411K7AV&cid=589194216&p=1
BV1tB4y117Fi,TYC 8363-3648-1,0.077785134,-0.6630752,1.0,13,394956737.0,2022-05-01,1326.0,//player.bilibili.com/player.html?isOutside=true&aid=596182180&bvid=BV1tB4y117Fi&cid=589128199&p=1
BV1Ea411a7rp,TYC 4470-1875-1,0.26374543,-0.18161088,1.0,63,4772751.0,2022-04-30,132587.0,//player.bilibili.com/player.html?isOutside=true&aid=213713581&bvid=BV1Ea411a7rp&cid=588456220&p=1
BV1m94y1d7wc,TYC 9306-2006-1,0.17575538,-0.30909175,1.0,1,108845996.0,2022-04-17,84442.0,//player.bilibili.com/player.html?isOutside=true&aid=340682534&bvid=BV1m94y1d7wc&cid=575204187&p=1
BV1VS4y1e7No,TYC 6336-1995-1,0.5398228,-0.77546847,0.1160444,41,229690533.0,2022-04-19,15578.0,//player.bilibili.com/player.html?isOutside=true&aid=725814638&bvid=BV1VS4y1e7No&cid=579438209&p=1
BV1rF411g741,TYC 7901-3102-1,0.075500846,-0.77727073,1.0,62,9797712.0,2022-04-16,101745.0,//player.bilibili.com/player.html?isOutside=true&aid=298237595&bvid=BV1rF411g741&cid=580220672&p=1
BV1gL4y1V7aT,TYC 9130-1766-1,0.43352318,-0.004585445,1.0,56,353784518.0,2022-04-22,7029.0,//player.bilibili.com/player.html?isOutside=true&aid=853346582&bvid=BV1gL4y1V7aT&cid=580141739&p=1
BV1Xi4y117w4,TYC 4468-1808-1,0.23106658,-0.21882564,1.0,1,275022363.0,2022-02-18,91364.0,//player.bilibili.com/player.html?isOutside=true&aid=551642865&bvid=BV1Xi4y117w4&cid=511982700&p=1
BV1kA4y1Q7Gt,TYC 6856-2170-1,0.07896173,-0.86395764,1.0,7,10014279.0,2022-04-16,5179.0,//player.bilibili.com/player.html?isOutside=true&aid=895790892&bvid=BV1kA4y1Q7Gt&cid=577849861&p=1
BV1Ji4y1Q77q,TYC 1187-1876-1,0.95269465,0.15421665,1.0,76,473198094.0,2022-04-01,9180.0,//player.bilibili.com/player.html?isOutside=true&aid=552676049&bvid=BV1Ji4y1Q77q&cid=562620833&p=1
BV1oi4y1S765,TYC 2105-2583-1,0.07877052,-0.8637069,1.0,49,430222727.0,2022-04-08,3423.0,//player.bilibili.com/player.html?isOutside=true&aid=552928107&bvid=BV1oi4y1S765&cid=570332284&p=1
BV19u411Q7kR,TYC 2097-634-1,0.075692296,-0.9072417,1.0,99,12181417.0,2022-02-20,8725.0,//player.bilibili.com/player.html?isOutside=true&aid=509146100&bvid=BV19u411Q7kR&cid=513510507&p=1
BV1gs41137A3,TYC 2140-3051-1,0.4336077,-0.80343246,-0.9899092,76,326966.0,2018-08-03,305423.0,//player.bilibili.com/player.html?isOutside=true&aid=28367490&bvid=BV1gs41137A3&cid=49046239&p=1
BV1U3411p74N,TYC 2635-1483-1,0.069566965,-0.80539006,1.0,76,4933186.0,2022-03-26,16260.0,//player.bilibili.com/player.html?isOutside=true&aid=425081726&bvid=BV1U3411p74N&cid=559205847&p=1
BV1K5411S7GR,TYC 2761-640-1,0.774047,-0.22289747,0.055499554,84,2472583.0,2022-04-15,89772.0,//player.bilibili.com/player.html?isOutside=true&aid=468157950&bvid=BV1K5411S7GR&cid=576468454&p=1
BV1iS4y1Y7ZC,TYC 4675-1216-3,0.98650825,0.15287554,1.0,12,393738859.0,2022-04-15,13048.0,//player.bilibili.com/player.html?isOutside=true&aid=725694717&bvid=BV1iS4y1Y7ZC&cid=576118402&p=1
BV1U3411p7ga,TYC 8030-1170-1,0.6036067,0.09144795,1.0,46,630899670.0,2022-03-25,45488.0,//player.bilibili.com/player.html?isOutside=true&aid=425081028&bvid=BV1U3411p7ga&cid=557805883&p=1
BV1i5411o715,TYC 4672-1255-1,0.9882109,0.1544708,1.0,46,57264507.0,2022-02-15,141164.0,//player.bilibili.com/player.html?isOutside=true&aid=466512049&bvid=BV1i5411o715&cid=509127054&p=1
BV1u34y1v7EE,TYC 9340-1818-1,0.3268329,-0.09587258,1.0,3,143677836.0,2022-04-14,25017.0,//player.bilibili.com/player.html?isOutside=true&aid=810633745&bvid=BV1u34y1v7EE&cid=576893660&p=1
BV1iY411j7Ha,TYC 2105-2584-1,0.0748353,-0.86573184,1.0,9,13475936.0,2022-04-15,7274.0,//player.bilibili.com/player.html?isOutside=true&aid=255746710&bvid=BV1iY411j7Ha&cid=576764492&p=1
BV18F411t7CC,TYC 8320-2290-1,-0.27181733,-0.58054507,-0.061554015,55,293975202.0,2022-02-26,64035.0,//player.bilibili.com/player.html?isOutside=true&aid=296832289&bvid=BV18F411t7CC&cid=517398167&p=1
BV17S4y1u7HD,TYC 3658-2414-1,0.574777,0.0801965,1.0,35,11038022.0,2022-03-18,43256.0,//player.bilibili.com/player.html?isOutside=true&aid=679758532&bvid=BV17S4y1u7HD&cid=550818421&p=1
BV17L4y157FK,TYC 7531-673-1,0.6989546,0.122810125,1.0,54,27518997.0,2022-04-10,68665.0,//player.bilibili.com/player.html?isOutside=true&aid=853071921&bvid=BV17L4y157FK&cid=573578352&p=1
BV1RS4y1P7ST,TYC 6852-5204-1,0.069686055,-0.887981,1.0,49,4399111.0,2022-04-10,35152.0,//player.bilibili.com/player.html?isOutside=true&aid=683101824&bvid=BV1RS4y1P7ST&cid=572062277&p=1
