src,dst,src_bv_id,src_page,dst_bv_id,dst_page,similarity,rank
2044,4475,BV1Po8ge6E1K,1,BV1AzxLzAEKz,1,0.53967,4
2044,5153,BV1Po8ge6E1K,1,BV1gdbXzoEEN,1,0.46902,2
2044,5478,BV1Po8ge6E1K,1,BV1nBZSBXEu8,1,0.46866,1
2044,5497,BV1Po8ge6E1K,1,BV1EGZkBtE3m,1,0.58033,1
2045,2886,BV1f434ebExn,1,BV1RoScY4E6s,1,0.42704,1
2045,3120,BV1f434ebExn,1,BV1bp2AYmEu1,1,0.50858,2
2045,3199,BV1f434ebExn,1,BV1j4xweWEnf,1,0.44046,3
2045,3527,BV1f434ebExn,1,BV1Fz7jzkEXF,1,0.43768,1
2045,4700,BV1f434ebExn,1,BV11xaUzrEF2,1,0.50417,3
2046,2712,BV1Lc411K7Fr,1,BV1o7BGYYEjN,1,0.42366,2
2046,3448,BV1Lc411K7Fr,1,BV1mTg6zKEeE,1,0.41496,4
2046,4337,BV1Lc411K7Fr,1,BV1a3cWe2EkU,1,0.41664,3
2047,3350,BV1Cb421J7Fn,1,BV1PZpMe2ENo,1,0.54549,1
2048,2390,BV1JZ421e7EG,1,BV1hp421d7Na,1,0.516,4
2048,3086,BV1JZ421e7EG,1,BV1ncmnYSEMX,1,0.50735,2
2048,3578,BV1JZ421e7EG,1,BV1smEdzYEzo,1,0.62614,1
2048,3792,BV1JZ421e7EG,1,BV1KzLkzDEuM,1,0.4183,3
2048,5336,BV1JZ421e7EG,1,BV16oNAzzEHV,1,0.55294,2
2048,5409,BV1JZ421e7EG,1,BV1sXfiBfEBh,1,0.49114,4
2049,2093,BV1kGe9ePEex,1,BV1vw4m1U77k,1,0.37738,2
2049,2108,BV1kGe9ePEex,1,BV1aJ4m1N722,1,0.55036,4
2049,2363,BV1kGe9ePEex,1,BV1Wz421d7Ns,1,0.59022,1
2049,4248,BV1kGe9ePEex,1,BV1XRPde7Eug,1,0.57395,2
2049,5249,BV1kGe9ePEex,1,BV1sXuazzE6R,1,0.56724,3
2050,2330,BV1dt421M72p,1,BV1xH4y1j7oy,1,0.53328,1
2050,2888,BV1dt421M72p,1,BV1tKUAYjEuz,1,0.51629,2
2050,3153,BV1dt421M72p,1,BV1qZxCeVEXZ,1,0.38861,3
2050,3733,BV1dt421M72p,1,BV1KqVrzjEeG,1,0.41621,2
2050,4337,BV1dt421M72p,1,BV1a3cWe2EkU,1,0.47768,2
2050,5603,BV1dt421M72p,1,BV12pFjzrEC1,1,0.40879,3
2051,2227,BV1nJ4m1T75E,1,BV1Ju4m137Dx,2,0.41413,1
2051,2459,BV1nJ4m1T75E,1,BV1MVyPBKEgF,1,0.39075,3
2051,4559,BV1nJ4m1T75E,1,BV1zYngzAEbQ,1,0.38105,3
2051,5277,BV1nJ4m1T75E,1,BV1m3Gpz4Eey,1,0.3513,2
2052,2310,BV14Wg7e2Em7,1,BV12v421k7Dg,1,0.53627,2
2052,2387,BV14Wg7e2Em7,1,BV1HA4m1V7mc,1,0.48828,3
2052,2448,BV14Wg7e2Em7,1,BV1iFUHBkEik,1,0.56323,1
2052,2459,BV14Wg7e2Em7,1,BV1MVyPBKEgF,1,0.62526,1
2052,2932,BV14Wg7e2Em7,1,BV1jEm4YaEno,1,0.46136,2
2052,4067,BV14Wg7e2Em7,1,BV1xA9FYJEvJ,1,0.43018,4
2052,4334,BV14Wg7e2Em7,1,BV1j3ffY2E9S,1,0.51509,2
2052,4739,BV14Wg7e2Em7,1,BV1e4aPzAEiu,1,0.50882,3
2052,4788,BV14Wg7e2Em7,1,BV15nY9z5Err,1,0.50597,1
2052,5066,BV14Wg7e2Em7,1,BV1YAthzfEK8,1,0.65255,1
2052,5087,BV14Wg7e2Em7,1,BV1SntqzrEF2,1,0.6097,2
2053,2188,BV1d4VveEEwS,1,BV1A142167ri,1,0.42954,2
2053,2407,BV1d4VveEEwS,1,BV1Fj421X734,1,0.43055,2
2053,4219,BV1d4VveEEwS,1,BV1bPN9eBEYP,1,0.35896,4
2053,5011,BV1d4VveEEwS,1,BV1PktXzkEVQ,1,0.4522,1
2054,2324,BV1vM4m1z7oo,1,BV12r421s7jK,1,0.64684,2
2054,2625,BV1vM4m1z7oo,1,BV19BBEYVEQs,1,0.63876,4
2054,4490,BV1vM4m1z7oo,1,BV1mTHGzQE1K,1,0.53955,3
2055,2233,BV1hx4y1b71p,1,BV1tm411R7Hm,1,0.40253,3
2055,2806,BV1hx4y1b71p,1,BV1Rm6NY2EiW,1,0.43212,1
2055,5067,BV1hx4y1b71p,1,BV18ztmzuEdK,1,0.39216,4
2055,5076,BV1hx4y1b71p,1,BV1jCt2zmEk5,1,0.4111,2
2056,3023,BV1Yr421F7Ti,1,BV1j42oYyExn,1,0.36984,4
2056,3595,BV1Yr421F7Ti,1,BV1H67zzgE8A,1,0.45763,1
2056,4793,BV1Yr421F7Ti,1,BV1UyhozqECb,1,0.37864,3
2057,2718,BV11x4y147nL,1,BV1Q7qaY3EVD,1,0.61694,1
2057,2938,BV11x4y147nL,1,BV1r5DBYyExy,1,0.54264,1
2057,3043,BV11x4y147nL,1,BV1tzy6YyEt4,1,0.57563,2
2057,3708,BV11x4y147nL,1,BV1Ky5KzmEr4,1,0.53937,4
2058,2708,BV1LJ4m1u7jN,1,BV1uoz6YvEG9,1,0.40802,3
2058,4160,BV1LJ4m1u7jN,1,BV1G7PdeCETU,1,0.38134,2
2058,4471,BV1LJ4m1u7jN,1,BV1Lvxjz9EFP,1,0.488,3
2059,3111,BV1n7421o79a,1,BV1DQ2MYAE8s,1,0.42199,2
2059,3237,BV1n7421o79a,1,BV14Ft2eqEPc,1,0.42435,4
2059,3757,BV1n7421o79a,1,BV1cbVJzGEeY,1,0.43229,3
2059,3840,BV1n7421o79a,1,BV18cfcYMExL,1,0.42507,2
2059,5737,BV1n7421o79a,1,BV1AWvWBZEE2,1,0.52012,1
2060,3548,BV1sT421e7be,1,BV13yTvzRESn,1,0.40761,3
2060,5831,BV1sT421e7be,1,BV1hFUfBMECP,1,0.44539,1
2061,2503,BV1Tz42187Mv,1,BV163wKe2ExG,1,0.36711,3
2061,2738,BV1Tz42187Mv,1,BV1hYqJYkEQJ,1,0.34208,3
2061,5600,BV1Tz42187Mv,1,BV1SKFkzEEzp,1,0.35209,4
2062,3674,BV12f421X73R,1,BV1hGEazgE4H,1,0.48396,1
2062,4277,BV12f421X73R,1,BV1y8FKe2E7o,1,0.47397,4
2062,4458,BV12f421X73R,1,BV1cux9zTEi3,1,0.41945,1
2062,4922,BV12f421X73R,1,BV1UAtfzYEmP,1,0.47685,1
2062,5284,BV12f421X73R,1,BV1tp3ezREXR,1,0.42109,3
2062,5439,BV12f421X73R,1,BV1zLZZB6Eij,1,0.37389,2
2063,2432,BV1rr421c7i9,1,BV1SZUcBGEDs,1,0.42588,3
2063,3042,BV1rr421c7i9,1,BV1V4y6YXE18,1,0.37725,3
2063,3407,BV1rr421c7i9,1,BV1Z7m2BVEtv,1,0.50664,2
2063,4198,BV1rr421c7i9,1,BV1rqKpeBExU,1,0.55027,1
2063,4203,BV1rr421c7i9,1,BV1cMNmerEiU,1,0.41119,1
2063,4851,BV1rr421c7i9,1,BV1MXeizpEpp,1,0.47193,3
2064,2144,BV1Ky41187fj,1,BV1Vi421C77i,1,0.58671,1
2064,2412,BV1Ky41187fj,1,BV1N6421g7AM,1,0.4231,2
2064,3012,BV1Ky41187fj,1,BV1mN1EYHEhB,1,0.53941,1
2064,3337,BV1Ky41187fj,1,BV1VgH9epEP1,1,0.55882,3
2064,4011,BV1Ky41187fj,1,BV1iDQpYZENu,1,0.54634,4
2064,5699,BV1Ky41187fj,1,BV1suquBZEnC,1,0.41703,3
2065,2271,BV1Zr421F7Tv,1,BV1B6421F7KJ,1,0.34049,3
2065,2361,BV1Zr421F7Tv,1,BV1ZZ42117L2,1,0.44474,4
2065,4136,BV1Zr421F7Tv,1,BV1nhAeehEKP,1,0.44845,2
2065,4164,BV1Zr421F7Tv,1,BV11HAeeqEzp,1,0.47803,1
2065,5654,BV1Zr421F7Tv,1,BV1kDrCBaEg7,1,0.42514,2
2066,3798,BV1FZ421x79c,1,BV1sSLqzBEYq,1,0.53797,1
2066,3945,BV1FZ421x79c,1,BV1sMoRYLEsS,1,0.39301,4
2066,4273,BV1FZ421x79c,1,BV1acFuePELF,1,0.40125,3
2066,4315,BV1FZ421x79c,1,BV1rtfzYPED5,1,0.42133,3
2066,5803,BV1FZ421x79c,1,BV1rYq6BkEbg,1,0.37082,1
2067,3440,BV11U411d7xT,1,BV1CJUKBCEVH,1,0.4693,2
2067,4381,BV11U411d7xT,1,BV1RjC7B2Eu6,1,0.48154,4
2067,4694,BV11U411d7xT,1,BV1aVYVzoE6P,1,0.52368,2
2067,5181,BV11U411d7xT,1,BV1vgbCziEvE,1,0.50859,1
2068,2340,BV12M4m1U7zk,1,BV1sZ42127Xh,1,0.67844,3
2068,3653,BV12M4m1U7zk,1,BV1M6JNzFEFR,1,0.58267,4
2068,3888,BV12M4m1U7zk,1,BV162dJYBEFx,1,0.43122,3
2068,4248,BV12M4m1U7zk,1,BV1XRPde7Eug,1,0.61769,1
2068,4841,BV12M4m1U7zk,1,BV11KenzBEyR,1,0.68233,2
2069,2814,BV1vRuVeYE9t,1,BV1oxBtYgEFe,1,0.45679,3
2069,3608,BV1vRuVeYE9t,1,BV1UojBz1EM9,1,0.43185,3
2069,3664,BV1vRuVeYE9t,1,BV1A5JTzdE65,1,0.43133,1
2069,3827,BV1vRuVeYE9t,1,BV1vFLazqEGu,1,0.41551,2
2069,4636,BV1vRuVeYE9t,1,BV1DupFzdE9b,1,0.41497,3
2069,5306,BV1vRuVeYE9t,1,BV13UAkzhEPa,1,0.53775,1
2069,5496,BV1vRuVeYE9t,1,BV1kkUDBiEgN,1,0.5203,1
2069,5585,BV1vRuVeYE9t,1,BV1zaFZz2EtZ,1,0.36609,4
2070,2826,BV1dx4y1J7pf,1,BV1i8zpYFErF,1,0.55433,4
2070,2909,BV1dx4y1J7pf,1,BV1UEUeYBERN,1,0.5753,3
2070,3121,BV1dx4y1J7pf,1,BV1vZijeRE6d,1,0.65693,1
2070,4922,BV1dx4y1J7pf,1,BV1UAtfzYEmP,1,0.39311,4
2071,2411,BV1zs421g7JX,1,BV1H4421w7dc,1,0.38722,3
2071,3748,BV1zs421g7JX,1,BV1KjoKY1Eyo,1,0.39621,2
2071,4031,BV1zs421g7JX,1,BV1XnRpYFExc,1,0.41631,1
2072,3356,BV1Ry411B7Yd,1,BV1ugH4eqEcP,1,0.47893,2
2072,3564,BV1Ry411B7Yd,1,BV1my7KztELH,1,0.46445,3
2072,4475,BV1Ry411B7Yd,1,BV1AzxLzAEKz,1,0.47926,1
2073,2573,BV18J4m1g765,1,BV1JmrKY8E3Y,1,0.79392,4
2073,3418,BV18J4m1g765,1,BV1Pv2fBxER5,1,0.7552,3
2073,4812,BV18J4m1g765,1,BV1CDeXzZEWq,1,0.84498,1
2073,5757,BV18J4m1g765,1,BV1Sgm3BwEh5,1,0.73718,3
2074,2774,BV1iz421b7jY,1,BV13jqnYVEx3,1,0.48641,2
2074,4038,BV1iz421b7jY,1,BV1WkRsYXEu1,1,0.34629,1
2074,4519,BV1iz421b7jY,1,BV1sBnzzpEr4,1,0.434,4
2074,4726,BV1iz421b7jY,1,BV1tCaKzFEuT,1,0.51192,1
2074,5202,BV1iz421b7jY,1,BV1P3gfzjEwJ,1,0.4269,4
2074,5242,BV1iz421b7jY,1,BV1D9ubz3Ep8,1,0.44114,4
2075,2296,BV1zw4m1S7KZ,1,BV1pi421o7Ys,1,0.40101,3
2075,4559,BV1zw4m1S7KZ,1,BV1zYngzAEbQ,1,0.3941,1
2076,2313,BV1Vz421Y7or,1,BV19D42177M2,1,0.46361,4
2076,2727,BV1Vz421Y7or,1,BV1exqSYfEup,1,0.40534,4
2076,3210,BV1Vz421Y7or,1,BV1wnx7eCEdg,1,0.42212,1
2076,4000,BV1Vz421Y7or,1,BV12KQyYMEXm,1,0.47825,2
2076,4134,BV1Vz421Y7or,1,BV12RAneqER3,1,0.46233,2
2076,4750,BV1Vz421Y7or,1,BV1eehiz9EaX,1,0.41778,4
2076,4830,BV1Vz421Y7or,1,BV1XGvNzGEmJ,1,0.46747,1
2076,5515,BV1Vz421Y7or,1,BV1seZQBPE2j,1,0.48726,1
2077,2216,BV19Z421s7Zk,1,BV1Hq421F79e,1,0.46851,2
2077,3762,BV19Z421s7Zk,1,BV1yxGizsEw6,1,0.48267,1
2077,4489,BV19Z421s7Zk,1,BV1UfxazpEby,1,0.45373,3
2077,4982,BV19Z421s7Zk,1,BV1NCtRzSEKa,1,0.43895,4
2077,5046,BV19Z421s7Zk,1,BV1LobVzXEhy,1,0.40195,4
2078,2419,BV1My411a7wC,1,BV1oK421r7WA,1,0.67364,3
2078,2721,BV1My411a7wC,1,BV1ziqtYkEaH,1,0.64679,4
2078,2816,BV1My411a7wC,1,BV1bCzVYbEDc,1,0.64225,4
2078,4195,BV1My411a7wC,1,BV1ZrP9eEE5h,1,0.53684,3
2079,2534,BV1am421K7k3,1,BV1hdCvYeEZe,1,0.44261,4
2079,3946,BV1am421K7k3,1,BV1SdZGYKEMz,1,0.47208,2
2079,4928,BV1am421K7k3,1,BV1HobYzsEkZ,1,0.49604,1
2079,5168,BV1am421K7k3,1,BV1hF8TzhEL6,1,0.39981,1
2079,5521,BV1am421K7k3,1,BV1AJZXBYE8s,1,0.45749,3
2080,2241,BV1ps42137PN,1,BV1Up421U7zH,1,0.36168,3
2080,3783,BV1ps42137PN,1,BV1GAG1zwEqP,1,0.41337,3
2080,5697,BV1ps42137PN,1,BV1DbBRBvE46,1,0.41956,2
2081,2993,BV1Rr421j7Yh,1,BV1ew1eYzEd9,1,0.51531,1
2081,3946,BV1Rr421j7Yh,1,BV1SdZGYKEMz,1,0.50635,3
2081,4626,BV1Rr421j7Yh,1,BV1rgp2zrEDR,1,0.43712,4
2081,5499,BV1Rr421j7Yh,1,BV1gBZABTE82,1,0.51154,2
2082,2355,BV1JEKQeWEtx,1,BV18p421R7oY,1,0.32275,3
2082,4239,BV1JEKQeWEtx,1,BV13SNWexERw,1,0.34299,2
2082,4397,BV1JEKQeWEtx,1,BV1w5WCzKEKQ,1,0.36289,1
2082,4528,BV1JEKQeWEtx,1,BV1iUn5zBEtx,1,0.33232,4
2083,4674,BV1eZ421s7yA,1,BV1RbY5zvE28,1,0.55808,2
2083,5050,BV1eZ421s7yA,1,BV17qbNzeEGr,1,0.58196,1
2083,5813,BV1eZ421s7yA,1,BV13uBcBSEps,1,0.38141,4
2084,2357,BV1NHKkeCEz3,1,BV1aS421N7jJ,1,0.42657,3
2084,2502,BV1NHKkeCEz3,1,BV1ctwqeTExz,1,0.54917,1
2084,2685,BV1NHKkeCEz3,1,BV1kCkcYDEwa,1,0.57457,2
2084,3051,BV1NHKkeCEz3,1,BV1etyhYcEGG,1,0.51588,3
2084,3353,BV1NHKkeCEz3,1,BV17VHqeLE7A,1,0.40993,4
2084,4119,BV1NHKkeCEz3,1,BV1i8ADeKErD,1,0.45283,2
2084,4764,BV1NHKkeCEz3,1,BV1ffhCzSEmn,1,0.45982,1
2084,4898,BV1NHKkeCEz3,1,BV1ppYrzsEMQ,1,0.53743,3
2084,4991,BV1NHKkeCEz3,1,BV1AYt2zsEBe,1,0.55623,4
2084,5083,BV1NHKkeCEz3,1,BV1J6hHzWEE1,1,0.53752,3
2085,2622,BV1oH4y1V7gT,1,BV1D4CCYxEkU,1,0.42231,2
2085,2932,BV1oH4y1V7gT,1,BV1jEm4YaEno,1,0.48104,1
2085,3895,BV1oH4y1V7gT,1,BV1tRRvYsEYx,1,0.34055,4
2085,5038,BV1oH4y1V7gT,1,BV1iKbuz3Ezv,1,0.47511,3
2085,5152,BV1oH4y1V7gT,1,BV1tD8uzNEjv,1,0.53605,1
2085,5731,BV1oH4y1V7gT,1,BV1FZiYBJEGK,1,0.54123,1
2086,3368,BV1W4uReuEjW,1,BV17uHvegEJq,1,0.4685,4
2086,3702,BV1W4uReuEjW,1,BV14sE3z6EaM,1,0.50278,2
2086,5476,BV1W4uReuEjW,1,BV1Jh6FBYEfo,1,0.41859,1
2087,3539,BV14i421D75s,1,BV1CQT6zsE8P,1,0.46007,2
2088,2734,BV1H7KkeKEd3,1,BV1MTqGY7EGP,1,0.47509,4
2088,2835,BV1H7KkeKEd3,1,BV1vzzBYuEXc,1,0.46987,3
2088,3382,BV1H7KkeKEd3,1,BV1PxH7eiENf,1,0.46769,4
2089,2119,BV1Lf42127TE,1,BV1fw4m117N4,1,0.45356,2
2089,4102,BV1Lf42127TE,1,BV11MPoeBERf,1,0.53091,2
2089,4510,BV1Lf42127TE,1,BV1eCn9zLExc,1,0.52792,1
2090,2358,BV1mf421R7nK,1,BV1zw4m1f72M,1,0.47569,2
2090,2954,BV1mf421R7nK,1,BV1ghSjYhEWF,1,0.55891,3
2090,3231,BV1mf421R7nK,1,BV1CNpweoEcY,1,0.43794,4
2090,4261,BV1mf421R7nK,1,BV1kWFeesEX9,1,0.56367,1
2090,4480,BV1mf421R7nK,1,BV18bxMzdE15,1,0.55746,4
2090,5323,BV1mf421R7nK,1,BV1rZPYz4ExY,1,0.43126,2
2091,2244,BV1Sbu3eUE5o,1,BV1H2421N7oL,1,0.42541,3
2091,3174,BV1Sbu3eUE5o,1,BV1uy4Ge1EUB,1,0.44149,2
2091,3203,BV1Sbu3eUE5o,1,BV1p8tseqEgp,1,0.44332,1
2092,2305,BV1BJ4m1A7jt,1,BV1Ft421G7gs,1,0.59296,1
2092,2640,BV1BJ4m1A7jt,1,BV1cPCrYeEKP,1,0.49737,2
2092,2670,BV1BJ4m1A7jt,1,BV1jykKYxE8C,2,0.60392,1
2092,2906,BV1BJ4m1A7jt,1,BV1FFUiY8EbS,1,0.56101,3
2092,3259,BV1BJ4m1A7jt,1,BV1ugtaeeEnL,1,0.44159,4
2092,4203,BV1BJ4m1A7jt,1,BV1cMNmerEiU,1,0.36939,3
2092,4335,BV1BJ4m1A7jt,1,BV1pofdYEEAU,1,0.53751,1
2092,5344,BV1BJ4m1A7jt,1,BV1vjAXzAESv,1,0.49365,1
2093,2257,BV1vw4m1U77k,1,BV1kw4m1Z7ad,1,0.40948,1
2093,3100,BV1vw4m1U77k,1,BV1Fy2UYcEPc,1,0.36378,4
2093,5415,BV1vw4m1U77k,1,BV1AbZfBDE6L,2,0.37059,3
2094,4080,BV1xf42117v8,1,BV1hcPieXEuN,1,0.45408,4
2095,2194,BV1my411a72U,1,BV1xF4m1w7dN,1,0.47957,1
2095,4424,BV1my411a72U,1,BV16Z48zuEBR,1,0.40124,2
2095,4832,BV1my411a72U,1,BV1GTe4zAEut,1,0.41131,2
2096,2232,BV1xC411a7zb,1,BV1qi421o7ic,1,0.41817,1
2096,3122,BV1xC411a7zb,1,BV1i74weWEuL,1,0.41413,4
2096,5342,BV1xC411a7zb,1,BV154S4BWEKe,1,0.41831,2
2097,3189,BV1vf421R72w,1,BV1rbxheyEaZ,1,0.40076,4
2097,3340,BV1vf421R72w,1,BV1DaHDezEP7,1,0.4308,3
2097,3614,BV1vf421R72w,1,BV17ZjUzdE3h,1,0.45361,1
2097,3704,BV1vf421R72w,1,BV1KhVZzsEWw,1,0.39207,1
2097,3856,BV1vf421R72w,1,BV1Wco5YZEMX,1,0.49433,2
2097,3958,BV1vf421R72w,1,BV1egZNY9EQh,1,0.4675,1
2097,4198,BV1vf421R72w,1,BV1rqKpeBExU,1,0.4914,3
2098,2929,BV1ib421b729,1,BV1dMmaYCEfz,1,0.56803,2
2098,3815,BV1ib421b729,1,BV1d6L3zUE6P,1,0.46331,1
2098,4570,BV1ib421b729,1,BV1q9JyzXEX7,1,0.56936,1
2099,2299,BV1Vi421Q7L9,1,BV1dK421x7eN,1,0.41085,2
2099,3497,BV1Vi421Q7L9,1,BV1rcMSz5EZ5,1,0.54367,3
2099,3725,BV1Vi421Q7L9,1,BV17gVxzUEKD,1,0.47176,3
2099,4217,BV1Vi421Q7L9,1,BV1h8Noe7ERt,1,0.5241,4
2099,4254,BV1Vi421Q7L9,1,BV1rhFBeKEmu,1,0.42297,1
2100,2217,BV11i421D7Be,1,BV12t421778Y,1,0.59917,4
2100,3404,BV11i421D7Be,1,BV1UnHgeREh9,1,0.51407,2
2100,3921,BV11i421D7Be,1,BV1RXZEYaEoT,1,0.43147,1
2100,5600,BV11i421D7Be,1,BV1SKFkzEEzp,1,0.49856,2
2100,5693,BV11i421D7Be,1,BV1AwrNBQE5w,1,0.61269,2
2100,5728,BV11i421D7Be,1,BV1k7v9BVE8f,1,0.65432,2
2101,2256,BV1Ei421k7XD,1,BV1vt421t7V5,1,0.50815,2
2101,3468,BV1Ei421k7XD,1,BV1CN73z8EaG,1,0.37868,4
2101,3513,BV1Ei421k7XD,1,BV1JGMgzeEqT,1,0.41127,3
2101,4018,BV1Ei421k7XD,1,BV1XsRLYVE9p,1,0.51591,1
2101,5262,BV1Ei421k7XD,1,BV1DouMzUEd5,1,0.42511,2
2101,5569,BV1Ei421k7XD,1,BV1pJF9zuELk,1,0.41649,2
2101,5812,BV1Ei421k7XD,1,BV1JJmzBfEUY,1,0.48,4
2102,2550,BV16b421h7gq,1,BV1VorBYCEQJ,1,0.39579,4
2102,4023,BV16b421h7gq,1,BV1iGRpYvEa4,1,0.42612,2
2102,5042,BV16b421h7gq,1,BV1ZmtUzQEnD,1,0.41406,3
2102,5465,BV16b421h7gq,1,BV1ZmZ6BRENJ,1,0.38092,4
2103,2679,BV1dM4m1d736,1,BV1G2kwYBEPD,1,0.56046,1
2103,3611,BV1dM4m1d736,1,BV1tWjyzYESh,1,0.42179,4
2103,3762,BV1dM4m1d736,1,BV1yxGizsEw6,1,0.43603,3
2104,2977,BV1ur421j7BJ,1,BV18dS6YhEGX,2,0.43359,1
2104,3339,BV1ur421j7BJ,1,BV1oTWsemEE1,1,0.46595,4
2104,3385,BV1ur421j7BJ,1,BV1gQH7emE1y,1,0.46481,4
2104,3439,BV1ur421j7BJ,1,BV1d8UsBUE4n,1,0.55728,2
2104,4546,BV1ur421j7BJ,1,BV1yunVzjE3D,1,0.54987,3
2104,4923,BV1ur421j7BJ,1,BV1sRbvzeExH,1,0.56375,1
2104,5126,BV1ur421j7BJ,1,BV1uu411i7D2,1,0.53647,4
2105,2645,BV1Pq421F7q2,1,BV18ACBYqEWp,1,0.49449,2
2105,3384,BV1Pq421F7q2,1,BV1Ka411o75u,1,0.5443,1
2105,4330,BV1Pq421F7q2,1,BV1VSfCYvEjo,1,0.40322,3
2105,4941,BV1Pq421F7q2,1,BV1qytZz1E9d,1,0.48347,2
2105,5109,BV1Pq421F7q2,1,BV1JVhuzWEer,1,0.46838,4
2106,3134,BV1hz421U7Tj,1,BV1Yb1qYmEUx,1,0.35633,4
2106,3138,BV1hz421U7Tj,1,BV15T1BYQE4i,1,0.36524,1
2106,3656,BV1hz421U7Tj,1,BV1RcEtzcEwA,1,0.35713,3
2106,3789,BV1hz421U7Tj,1,BV1hddVYME5D,1,0.36142,2
2107,3397,BV14M4m1C7EL,1,BV1RJHjeSEiY,1,0.61069,2
2107,3706,BV14M4m1C7EL,1,BV1yL5czwE9K,1,0.5703,4
2107,4623,BV14M4m1C7EL,1,BV1MJMpz7Ek8,1,0.59613,3
2107,4838,BV14M4m1C7EL,1,BV1QPeoz1Ear,1,0.63885,1
2108,2771,BV1aJ4m1N722,1,BV1tUzwYxEsh,1,0.42889,4
2108,3168,BV1aJ4m1N722,1,BV1y74GePEK9,1,0.59479,1
2108,3230,BV1aJ4m1N722,1,BV1YPs1eNEaQ,1,0.52354,2
2108,5281,BV1aJ4m1N722,1,BV18qG5zqEGC,1,0.5997,1
2109,2791,BV1Zw4m1S7ef,1,BV1mBieYrEZd,1,0.45089,3
2109,3423,BV1Zw4m1S7ef,1,BV1VWmcBkENX,1,0.38977,2
2109,5747,BV1Zw4m1S7ef,1,BV1vXiPBFEkR,1,0.44668,4
2110,2588,BV1NE42157kP,1,BV1dRC8YfES6,1,0.3555,4
2110,4118,BV1NE42157kP,1,BV1TbPxe9EBa,1,0.4181,3
2110,5485,BV1NE42157kP,1,BV1y9F6zBE6H,1,0.46893,1
2111,2451,BV1K1421B7P1,1,BV1j9ycB3ENV,1,0.57402,3
2111,5292,BV1K1421B7P1,1,BV1Gk3NzJEDy,1,0.59407,1
2112,4539,BV1cx4y1W7js,1,BV1ydnSzDEHS,1,0.45975,1
2112,4917,BV1cx4y1W7js,1,BV18obazvEfx,1,0.46528,2
2112,5301,BV1cx4y1W7js,1,BV14TAKzXEjc,1,0.47721,1
2113,3011,BV1yM4m1C7Gn,1,BV1wj2VYYE87,1,0.51754,1
2113,3526,BV1yM4m1C7Gn,1,BV1dfTszeEGo,1,0.35497,4
2113,3936,BV1yM4m1C7Gn,1,BV13Uo4Y5E2M,1,0.41082,3
2113,4946,BV1yM4m1C7Gn,1,BV13Sb5z7EwR,1,0.5127,3
2113,5220,BV1yM4m1C7Gn,1,BV1qVuZzwEhM,1,0.36831,1
2114,5167,BV1XRMmeVEpt,1,BV1HY38zaEJz,1,0.50391,1
2114,5628,BV1XRMmeVEpt,1,BV1Qt6vBHEb4,1,0.46531,3
2114,5774,BV1XRMmeVEpt,1,BV1GtB1BLEdz,1,0.45638,4
2115,2644,BV1vE421G7AX,1,BV1MYCaYXEQ1,1,0.4234,3
2115,2818,BV1vE421G7AX,1,BV1nezHYqERH,1,0.46631,4
2115,3238,BV1vE421G7AX,1,BV1gNsCedEHn,1,0.57984,2
2115,3276,BV1vE421G7AX,1,BV1YWtYeCE13,1,0.45275,3
2115,3489,BV1vE421G7AX,1,BV1VeMqzPE2m,1,0.59091,1
2116,2269,BV1xf421m7Ni,1,BV1sH4y1p7Dy,1,0.56376,1
2116,2933,BV1xf421m7Ni,1,BV1tFmbYpEPw,1,0.52248,2
2116,4146,BV1xf421m7Ni,1,BV1HoAjeSEdz,1,0.47326,3
2116,4196,BV1xf421m7Ni,1,BV1xRNheNE2L,1,0.4926,4
2116,4241,BV1xf421m7Ni,1,BV12s411q7Br,1,0.47967,2
2116,4309,BV1xf421m7Ni,1,BV1hUfrYtEoi,1,0.42092,4
2116,5114,BV1xf421m7Ni,1,BV1eghWzQEEQ,1,0.52558,3
2116,5324,BV1xf421m7Ni,1,BV1JJwuzEEiV,1,0.48913,1
2116,5387,BV1xf421m7Ni,1,BV11jAhzXE8Q,1,0.49254,3
2116,5400,BV1xf421m7Ni,1,BV1cYfbBhEnS,1,0.53343,2
2117,3008,BV1hD421A7i5,1,BV1kDSEYsENJ,1,0.47707,3
2117,3890,BV1hD421A7i5,1,BV1cTfKYzEbN,1,0.46856,4
2117,4225,BV1hD421A7i5,1,BV19UNterEdp,1,0.48616,2
2117,4476,BV1hD421A7i5,1,BV1KZHAzoEWg,1,0.50036,1
2118,3134,BV1bE421G7tu,1,BV1Yb1qYmEUx,1,0.43918,2
2118,3317,BV1bE421G7tu,1,BV1n7pBexEpX,1,0.44841,2
2118,3768,BV1bE421G7tu,1,BV11AoTYVEDe,1,0.47419,1
2118,4395,BV1bE421G7tu,1,BV1YCW4z3EsB,1,0.39932,4
2118,5471,BV1bE421G7tu,1,BV12RZ8BgENT,1,0.46382,2
2119,5747,BV1fw4m117N4,1,BV1vXiPBFEkR,1,0.4404,3
2120,2526,BV15J4m1N79f,1,BV1yKrGYQEog,1,0.91137,4
2120,2846,BV15J4m1N79f,1,BV1hPBCYCEdr,1,0.88611,4
2120,3201,BV15J4m1N79f,1,BV1vaxPeZEfJ,1,0.85511,2
2120,4237,BV15J4m1N79f,1,BV1uuNWeXE5n,1,0.93549,2
